title,abstract,domain,technologies,Year,source_url
Smart Face Mask Detection using IoT,"Design and prototype an IoT system for monitoring face mask detection using sensors, microcontrollers and cloud services for data logging and remote control.",IoT,"C++, MQTT, Raspberry Pi, LoRa, Sensors",2024.0,
e-Learning Platform for Medical Imaging,Build an adaptive learning platform focused on medical imaging with personalized content and progress tracking for learners.,Education Technology,"Video Streaming, Django, Firebase",2023.0,
Real-time HR Analytics Detection System,Use computer vision techniques to detect and analyze hr analytics from images or video in real-time with high accuracy.,Computer Vision,"MediaPipe, TensorFlow, YOLO",2024.0,
Recommendations for Time Series Forecasting on E-commerce,Build an intelligent storefront or recommendation system to enhance time series forecasting shopping and transaction workflows online.,E-commerce,"React, MongoDB, Node.js, Stripe API",2025.0,
Elderly Care Vulnerability Scanner,"Implement security tools and experiments to detect, prevent or analyze attacks related to elderly care, with focus on practical defenses and testing.",Cybersecurity,"Docker, Kali Linux, Metasploit, Python",2025.0,
Genomic Fraud Analysis Pipeline,"Apply computational methods to analyze biological data related to fraud, enabling insights into sequences, structures, or functions.",Bioinformatics,"R, BLAST, Python, Nextflow",2024.0,
SDN-based Handwritten Digits Traffic Optimizer,Develop monitoring and optimization techniques to improve network performance for handwritten digits scenarios using simulation and real traces.,Networks,"OpenFlow, Wireshark",2024.0,
Data-driven Retail Sales Recommendation Engine,A data-driven project that collects and analyses retail sales data to build predictive models and visualizations to guide stakeholders' decisions.,Data Science,"SQL, Python, Matplotlib, Pandas",2022.0,
Recommendations for Air Quality on E-commerce,Build an intelligent storefront or recommendation system to enhance air quality shopping and transaction workflows online.,E-commerce,"MongoDB, Node.js, Firebase, Stripe API, React",2024.0,
Marketplace for Supply Chain,"Build a web platform that enables users to manage and interact with supply chain data, featuring authentication, dashboards, and real-time updates.",Web Development,"MongoDB, HTML, CSS",2024.0,
Robotic Traffic Assistant,"Develop a robotic system capable of performing traffic tasks autonomously using sensors, actuators and planning algorithms.",Robotics,"Python, Arduino, C++, ROS, Lidar",2023.0,
Adaptive Learning System for Retail Sales,Build an adaptive learning platform focused on retail sales with personalized content and progress tracking for learners.,Education Technology,"LMS, Video Streaming, React, Django",2023.0,
Smart Weather using IoT,"Design and prototype an IoT system for monitoring weather using sensors, microcontrollers and cloud services for data logging and remote control.",IoT,"Python, C++, Raspberry Pi, Arduino, ESP32",2025.0,
SDN-based Energy Trading Traffic Optimizer,Develop monitoring and optimization techniques to improve network performance for energy trading scenarios using simulation and real traces.,Networks,"OpenFlow, SDN, Wireshark",2024.0,
Marketplace for Remote Monitoring,"Build a web platform that enables users to manage and interact with remote monitoring data, featuring authentication, dashboards, and real-time updates.",Web Development,"JavaScript, MongoDB",2024.0,
Smart Contract-based Healthcare System,Design a decentralized application using smart contracts to manage healthcare transactions with transparency and immutability.,Blockchain,"Ethereum, Truffle, Web3.js, IPFS, Hardhat",2024.0,
Network Healthcare Monitoring Dashboard,Develop monitoring and optimization techniques to improve network performance for healthcare scenarios using simulation and real traces.,Networks,"Wireshark, TCP/IP, Cisco, SDN",2024.0,
Path Planning for Remote Monitoring Robot,"Develop a robotic system capable of performing remote monitoring tasks autonomously using sensors, actuators and planning algorithms.",Robotics,"Arduino, ROS, C++, OpenCV",2024.0,
MATLAB-Simulink-Challenge-Project-Hub,This MATLAB and Simulink Challenge Project Hub contains a list of research and design project ideas. These projects will help you gain practical experience and insight into technology trends and industry directions.,Multiple / Unknown,matlab,,https://github.com/mathworks/MATLAB-Simulink-Challenge-Project-Hub
CryptocurrencyPrediction,Predict Cryptocurrency Price with Deep Learning,AI / ML,,,https://github.com/khuangaf/CryptocurrencyPrediction
AI-Resume-Analyzer,"Ai Resume Analyzer is a tool which parses information from a resume using natural language processing and finds the keywords, cluster them onto sectors based on their keywords. And lastly show recommendations, predictions, analytics to the applicant based on keyword matching.",Multiple / Unknown,,,https://github.com/deepakpadhi986/AI-Resume-Analyzer
Gesture-Controlled-Virtual-Mouse,"Virtually controlling computer using hand-gestures and voice commands. Using MediaPipe, OpenCV Python.",Computer Vision / AI,"opencv,python",,https://github.com/Viral-Doshi/Gesture-Controlled-Virtual-Mouse
Finding-missing-person-using-AI,The project focuses on Tracking missing people. We are using Image processing and Machine learning along with Postgres Database.,Computer Vision / AI,,,https://github.com/gaganmanku96/Finding-missing-person-using-AI
Health-Care-Chatbot,It is a medical chatbot that will provide quick answers to FAQs by setting up rule-based keyword chatbots.,NLP / AI,,,https://github.com/amberkakkar01/Health-Care-Chatbot
real-time-voice-translator,"A desktop application that uses AI to translate voice between languages in real time, while preserving the speaker's tone and emotion.",Multiple / Unknown,,,https://github.com/SamirPaulb/real-time-voice-translator
warren,"Web app to predict closing stock prices in real time using Facebook's Prophet time series algorithm with a multi-variate, single-step time series forecasting strategy.",Multiple / Unknown,,,https://github.com/nityansuman/warren
Recipe-Generation-from-Food-Image,"An Application for Generating a cooking recipe consist of title, ingredients and instructions from an food image using Deep Learning.",Computer Vision / AI,,,https://github.com/navassherif98/Recipe-Generation-from-Food-Image
Ecommerce-Website,"Final Year Project for students as Ecommerce website especially different webpages. Top class Website Development project that made by combination of front end programming languages such as HTML, CSS & JS.",Web / Mobile,"css,html",,https://github.com/Vatshayan/Ecommerce-Website
Live-Chatbot-for-Final-Year-Project,Chatbot system for Final Year Project. Chatbot made in Python using Natural Language Toolkit especially Machine Learning. Easy to Understand and Implement.,NLP / AI,python,,https://github.com/Vatshayan/Live-Chatbot-for-Final-Year-Project
Final-Year-Project-Cryptographic-Technique-for-Communication-System,"Top B.tech/M.tech Final Year Project ""Design and Analysis of Cryptographic Technique for Communication System"" with Project Code, Report, PPT, Synopsis, IEEE Research Paper and HD Video Explanation",Multiple / Unknown,,,https://github.com/Vatshayan/Final-Year-Project-Cryptographic-Technique-for-Communication-System
Plant-Disease-Identification-using-CNN,Plant Disease Identification Using Convulutional Neural Network,Multiple / Unknown,,,https://github.com/sumanismcse/Plant-Disease-Identification-using-CNN
Third-Eye-Final-Year-Project,Forensic Face Sketch Construction and Recognition (My B.E. Final Year Project),Multiple / Unknown,,,https://github.com/imakashsahu/Third-Eye-Final-Year-Project
B-Plus-Tree,Mini Database System using B+ Tree in C++ (Simple & Self-Explanatory Code),Multiple / Unknown,c,,https://github.com/niteshkumartiwari/B-Plus-Tree
